Gender,MonthlyCharge,Bandwidth_GB_Year,const
0,0.739336492890995,0.891125822378184,1
1,0.132701421800948,0.158059149552091,1
0,0.42654028436019,0.505240125733065,1
1,0.620853080568721,0.860189555065597,1
1,0.535545023696683,0.104683037355802,1
1,0.298578199052133,0.585244470402647,1
0,0.592417061611374,0.367504662201959,1
1,0.701421800947867,0.798560128760924,1
0,0.194312796208531,0.112329221630468,1
1,0.620853080568721,0.104352964561796,1
0,0.928909952606635,0.753106676381955,1
1,0.213270142180095,0.0701571848353921,1
0,0.725118483412322,0.283167285601693,1
1,0.345971563981043,0.876553285788419,1
0,0.938388625592417,0.824781405319446,1
1,0.488151658767773,0.273174015568351,1
0,0.369668246445498,0.0496054585569433,1
0,0.345971563981043,0.0991733906278301,1
0,0.345971563981043,0.817305338026912,1
0,0.33175355450237,0.604806946832583,1
1,0.274881516587678,0.0164807670543046,1
1,0.90521327014218,0.236005629036134,1
1,0.289099526066351,0.129248936433014,1
0,0.227488151658768,0.813314213087141,1
0,0.488151658767773,0.130201990477774,1
1,0.180094786729858,0.836703829002441,1
1,0.227488151658768,0.219980373150811,1
1,0.402843601895735,0.730860043087601,1
1,0.440758293838863,0.0364514502495159,1
0,0.345971563981043,0.795964461541482,1
1,0.28436018957346,0.140284622580162,1
1,0.289099526066351,0.185202613192086,1
0,0.42654028436019,0.148354178549342,1
0,0.165876777251185,0.0626886666954427,1
1,0.639810426540284,0.828434091689429,1
0,0.061611374407583,0.789084293014936,1
0,0.213270142180095,0.600509389149549,1
1,0.33175355450237,0.102859980882137,1
0,0.4739336492891,0.0305926982895678,1
0,0.180094786729858,0.574881729775311,1
1,0.819905213270142,0.690742786095369,1
0,0.620853080568721,0.235265991051179,1
1,0.786729857819905,0.150258946304207,1
0,0.763033175355451,0.256916934047491,1
1,0.260663507109005,0.0201641796431543,1
1,0.639810426540284,0.159818231054499,1
1,0.393364928909953,0.764254435895641,1
0,0.440758293838863,0.173873521977565,1
0,0.156398104265403,0.0386834910167751,1
0,0.592417061611374,0.124346073082171,1
0,0.42654028436019,0.758064539288043,1
1,0.165876777251185,0.668814002591118,1
0,0.165876777251185,0.781192306471336,1
1,0.23696682464455,0.508370837926448,1
1,0.180094786729858,0.87874538790988,1
1,0.227488151658768,0.767103667816442,1
0,0.23696682464455,0.607415663859786,1
1,0.369668246445498,0.700619293946854,1
1,0.28436018957346,0.10768597322049,1
0,0.677725118483412,0.921021188396434,1
0,0.274881516587678,0.798629048548991,1
1,0.322274881516588,0.844934939061534,1
1,0.592417061611374,0.77217182897024,1
0,0.497630331753555,0.767957593211736,1
0,0.180094786729858,0.844659552192745,1
0,0.488151658767773,0.216831249239901,1
1,0.118483412322275,0.881017760613422,1
0,0.393364928909953,0.171932544625794,1
1,0.606635071090047,0.0707382138684613,1
1,0.156398104265403,0.0237580851635073,1
1,0.763033175355451,0.23222017500088,1
0,0.450236966824645,0.153669700769712,1
0,0.227488151658768,0.210540291085189,1
1,0.42654028436019,0.192981347525757,1
1,0.450236966824645,0.684977429459494,1
0,0.345971563981043,0.878729078720083,1
1,0.37914691943128,0.0459405346902517,1
1,0.33175355450237,0.257463857267902,1
0,0.298578199052133,0.777102566627075,1
1,0.274881516587678,0.225940257936776,1
0,0.165876777251185,0.824791041107648,1
0,0.274881516587678,0.113781558130333,1
1,0.545023696682464,0.796708059560668,1
0,0.450236966824645,0.687542003970566,1
1,0.322274881516588,0.14639027743412,1
1,0.393364928909953,0.0536262878656864,1
1,0.834123222748815,0.488381101446472,1
0,0.227488151658768,0.749056549159617,1
0,0.213270142180095,0.743338854435694,1
0,0,0.0400883549678307,1
0,0.42654028436019,0.160364424494318,1
0,0.545023696682464,0.664186587221584,1
1,0.61611374407583,0.653977671520934,1
1,0.218009478672986,0.79242916732635,1
1,0.402843601895735,0.841769161417574,1
1,0.393364928909953,0.277688104764672,1
1,0.606635071090047,0.709211978805147,1
0,0.834123222748815,0.749109735757675,1
1,0.545023696682464,0.695454871720119,1
1,0.592417061611374,0.759978906277827,1
1,0.535545023696683,0.0492873346314936,1
1,0.393364928909953,0.6682497723905,1
1,0.393364928909953,0.779113593063471,1
0,0.402843601895735,0.205323131037623,1
0,0.417061611374408,0.140918731093033,1
1,0.606635071090047,0.0999960983624956,1
1,0.23696682464455,0.169196379149992,1
1,0.545023696682464,0.121141061057099,1
0,0.440758293838863,0.0633045246679222,1
1,0.545023696682464,0.062448711238424,1
1,0.369668246445498,0.0214978588875957,1
0,0.488151658767773,0.636693857672231,1
1,0.322274881516588,0.799362911971881,1
0,0.28436018957346,0.337720007654865,1
1,0.33175355450237,0.85380972888231,1
1,0.33175355450237,0.120928272400136,1
1,0.535545023696683,0.833840925154127,1
0,0.526066350710901,0.890348584772048,1
1,0.37914691943128,0.106585146730292,1
0,0.393364928909953,0.717761993416471,1
0,0.156398104265403,0.100572680788584,1
1,0.715639810426541,0.199650049881713,1
0,0.336492890995261,0.738307493585574,1
0,0.393364928909953,0.180872812228971,1
1,0.440758293838863,0.768075959882835,1
1,0.440758293838863,0.179049135220484,1
0,0.213270142180095,0.824425005808365,1
0,0.440758293838863,0.0838544740855514,1
1,0.786729857819905,0.222058763290575,1
0,0.454976303317536,0.73769871906828,1
0,0.440758293838863,0.101568773197578,1
0,0.488151658767773,0.823202801656018,1
0,0.33175355450237,0.0863394879906814,1
1,0.156398104265403,0.627678936841363,1
1,0.488151658767773,0.120305679556576,1
1,0.393364928909953,0.209141623958017,1
0,0.33175355450237,0.224439892292968,1
0,0.37914691943128,0.912852256900338,1
1,0.37914691943128,0.598623663370777,1
0,0.28436018957346,0.806204896167498,1
1,0.464454976303318,0.701284366803244,1
0,0.763033175355451,0.832985301173444,1
0,0.497630331753555,0.926043276992179,1
0,0.33175355450237,0.11891806932645,1
0,0.819905213270142,0.833588205890233,1
1,0.251184834123223,0.923196865242866,1
1,0.37914691943128,0.758606799965808,1
0,0.440758293838863,0.716346729242394,1
1,0.890995260663507,0.941981832487193,1
0,0.4739336492891,0.830573354754598,1
0,0.298578199052133,0.230028254503546,1
1,0.28436018957346,0.0874020697370809,1
1,0.227488151658768,0.200990946400626,1
0,0.42654028436019,0.230162604954547,1
0,0.23696682464455,0.687193090457706,1
0,0.393364928909953,0.296653614672943,1
1,0.42654028436019,0.122646368819058,1
1,0.592417061611374,0.62938134304894,1
0,0.559241706161137,0.258280491888703,1
1,0.440758293838863,0.929810121122573,1
0,0.393364928909953,0.213024778351744,1
0,0.0758293838862559,0.103262801378311,1
1,0.440758293838863,0.761734466956551,1
0,0.772511848341232,0.753913680212073,1
0,0.796208530805687,0.384763906247166,1
0,0.4739336492891,0.675631007615021,1
0,0.118483412322275,0.0425345434031511,1
1,0.23696682464455,0.113429700921587,1
1,0.4739336492891,0.559492516014438,1
1,0.890995260663507,0.200599029663232,1
1,0.526066350710901,0.869666035919923,1
1,0.668246445497631,0.105668987285259,1
0,0.454976303317536,0.20201950339413,1
1,0.37914691943128,0.0616881547517441,1
1,0.28436018957346,0.716858147801682,1
0,0.725118483412322,0.609134624278387,1
0,0.90521327014218,0.263207977445602,1
0,0.748815165876777,0.313778683465894,1
1,0.156398104265403,0.683012427462181,1
1,0.843601895734597,0.187556830981834,1
1,0.488151658767773,0.0681046677379076,1
1,0.28436018957346,0.819877975963854,1
1,0.227488151658768,0.262959158102921,1
0,0.834123222748815,0.669500751401803,1
1,0.28436018957346,0.182702299353305,1
0,0.170616113744076,0.217540394932725,1
0,0.165876777251185,0.184652469998647,1
1,0.454976303317536,0.703582490581039,1
1,0.772511848341232,0.714358995957513,1
0,0.274881516587678,0.175060504328377,1
0,0.417061611374408,0.796875063088326,1
0,0.4739336492891,0.296844590015225,1
1,0.213270142180095,0.147012793415835,1
0,0.274881516587678,0.829422617411685,1
1,0.109004739336493,0.0575039321803429,1
1,0.227488151658768,0.0488896674486324,1
0,0.298578199052133,0.566258440680457,1
1,0.668246445497631,0.771480257267935,1
1,0.630331753554503,0.157668672814163,1
0,0.450236966824645,0.821567792849368,1
1,0.33175355450237,0.729527562105482,1
0,0.322274881516588,0.700589107217327,1
0,0.592417061611374,0.0658262744372894,1
1,0.545023696682464,0.855312932403104,1
1,0.677725118483412,0.582347043548772,1
0,0.511848341232227,0.921409441095523,1
0,0.33175355450237,0.765254071959842,1
1,0.393364928909953,0.845101164832415,1
0,0.668246445497631,0.290038769153765,1
1,0.42654028436019,0.0408482478981872,1
1,0.345971563981043,0.202345893516222,1
0,0.308056872037915,0.0694424647811219,1
1,0.322274881516588,0.785019714252088,1
1,0.227488151658768,0.104239646955759,1
0,0.606635071090047,0.294943999615284,1
0,0.28436018957346,0.10309541379844,1
1,0.786729857819905,0.926885724799258,1
1,0.33175355450237,0.8230038498447,1
0,0.819905213270142,0.826023774604635,1
0,0.620853080568721,0.160143479885987,1
1,0.582938388625593,0.046211773218286,1
1,0.772511848341232,0.179234516625324,1
1,0.33175355450237,0.156043657760878,1
1,0.786729857819905,0.831714000963914,1
1,0.28436018957346,0.16318943372503,1
1,0.786729857819905,0.863037481634378,1
1,0.322274881516588,0.117465396550656,1
0,0.251184834123223,0.715004326328401,1
0,0.606635071090047,0.323657150202127,1
0,0.668246445497631,0.079703094824945,1
1,0.37914691943128,0.221121092895053,1
0,0.132701421800948,0.409406688659324,1
0,0.488151658767773,0.75482906938233,1
0,0.549763033175356,0.184435620071993,1
0,0.511848341232227,0.227707871632356,1
1,0.497630331753555,0.150436298837453,1
0,0.454976303317536,0.660030827863839,1
1,0.28436018957346,0.643620036073661,1
1,0.37914691943128,0.726984949835163,1
1,0.289099526066351,0.838015931814613,1
1,0.18957345971564,0.211950723514897,1
0,0.592417061611374,0.105603415920741,1
0,0.227488151658768,0.682079085346662,1
1,0.786729857819905,0.192231368816817,1
1,0.227488151658768,0.533469622692333,1
0,0.417061611374408,0.700963450678134,1
0,0.545023696682464,0.323309618289152,1
1,0.42654028436019,0.103109967131277,1
1,0.819905213270142,0.0841785842251457,1
0,0.227488151658768,0.181235465350032,1
0,1,0.92020334137747,1
1,0.28436018957346,0.735226003386857,1
1,0.180094786729858,0.863844259148269,1
1,0.497630331753555,0.187407028629761,1
0,0.23696682464455,0.868205164671012,1
1,0.308056872037915,0.526400279072713,1
1,0.545023696682464,0.138533730441107,1
1,0.345971563981043,0.847862909610596,1
1,0.440758293838863,0.108078412555609,1
1,0.843601895734597,0.274069978381894,1
1,0.061611374407583,0.85952292755237,1
0,0.772511848341232,0.237551491523782,1
1,0.180094786729858,0.152547539384489,1
0,0.213270142180095,0.802292274544225,1
1,0.33175355450237,0.119647156448876,1
0,0.227488151658768,0.759842982464988,1
1,0.322274881516588,0.23831076875977,1
1,0.573459715639811,0.182895138484684,1
0,0.763033175355451,0.76707137570346,1
1,0.274881516587678,0.124509727700805,1
1,0.582938388625593,0.324073878765735,1
0,0.592417061611374,0.574918939161633,1
1,0.33175355450237,0.045161688596858,1
0,0.260663507109005,0.0260945452682093,1
1,0.393364928909953,0.26707045110529,1
0,0.213270142180095,0.0970327865997464,1
1,0.180094786729858,0.369657676726588,1
0,0.061611374407583,0.689536399805286,1
1,0.559241706161137,0.17031710696113,1
1,0.28436018957346,0.163120324174019,1
0,0.763033175355451,0.282805100819576,1
0,0.668246445497631,0.105354642012649,1
0,0.393364928909953,0.232277028207396,1
1,0.440758293838863,0.787653942758195,1
0,0.260663507109005,0.795386293830903,1
1,0.772511848341232,0.34212630293175,1
0,0.677725118483412,0.96526183195919,1
0,0.739336492890995,0.204550919222387,1
1,0.393364928909953,0.594454750828016,1
0,0.42654028436019,0.112491645988378,1
1,0.156398104265403,0.128523390309971,1
1,0.274881516587678,0.726759845434619,1
1,0.497630331753555,0.158532457743734,1
0,0.606635071090047,0.0685262917428361,1
0,0.559241706161137,0.180286398326106,1
1,0.393364928909953,0.571655077206938,1
1,0.355450236966825,0.219286181463357,1
1,0.227488151658768,0.522211838223846,1
1,0.526066350710901,0.825113457488028,1
0,0.668246445497631,0.197706667723693,1
0,0.772511848341232,0.303353330062533,1
0,0.592417061611374,0.770318631330144,1
0,0.677725118483412,0.306787465635891,1
0,0.194312796208531,0.207153950643366,1
1,0.526066350710901,0.922899190866216,1
0,0.37914691943128,0.631982149717148,1
0,0.715639810426541,0.686952832864954,1
1,0.725118483412322,0.143948263655063,1
0,0.37914691943128,0.108627271500836,1
1,0.42654028436019,0.257659601100239,1
1,0.345971563981043,0.897821493775221,1
0,0.440758293838863,0.196435712771348,1
0,0.0710900473933649,0.0963227010020647,1
1,0.227488151658768,0.770433482603437,1
1,0.668246445497631,0.826379864555096,1
0,0.668246445497631,0.880463200326923,1
1,0.545023696682464,0.114330814592518,1
1,0.677725118483412,0.91737245791988,1
1,0.644549763033175,0.881495835438897,1
1,0.772511848341232,0.158810375641829,1
1,0.42654028436019,0.794971022258328,1
0,0.772511848341232,0.255791674343137,1
1,0.620853080568721,0.162257313288782,1
1,0.42654028436019,0.845850638791914,1
0,0.739336492890995,0.510355774314001,1
1,0.772511848341232,0.859619768480323,1
1,0.748815165876777,0.268740894607794,1
1,0.274881516587678,0.120073662458938,1
1,0.440758293838863,0.259767242291146,1
0,0.867298578199052,0.856046221682428,1
0,0.345971563981043,0.203883387300968,1
1,0.4739336492891,0.268906616200378,1
0,0.843601895734597,0.234968926229087,1
0,0.545023696682464,0.813428314875337,1
1,0.165876777251185,0.781990103443187,1
0,0.592417061611374,0.147065863500301,1
1,0.227488151658768,0.136106643680817,1
1,0.535545023696683,0.177427256181904,1
0,0.180094786729858,0.848841157292037,1
1,0.37914691943128,0.771151564288987,1
1,0.440758293838863,0.561956730630095,1
0,0.37914691943128,0.756339205890145,1
1,0.0710900473933649,0.208935247974932,1
0,0.4739336492891,0.589348693485968,1
1,0.33175355450237,0.781251920021897,1
0,0.42654028436019,0.114596776996774,1
0,0.393364928909953,0.701280834413873,1
1,0.488151658767773,0.101648650417781,1
1,0.355450236966825,0.756350912507527,1
1,0.630331753554503,0.783838769903998,1
1,0.592417061611374,0.159912383602684,1
0,0.497630331753555,0.202061784976889,1
1,0.33175355450237,0.106579290837171,1
0,0.37914691943128,0.642168922695207,1
1,0.843601895734597,0.777275603302722,1
0,0.677725118483412,0.242634782452841,1
0,0.345971563981043,0.566635062010525,1
1,0.42654028436019,0.0311134789871843,1
1,0.4739336492891,0.808824391273011,1
1,0.322274881516588,0.125055296879081,1
1,0.156398104265403,0.675555556640477,1
1,0.061611374407583,0.0899257384538785,1
1,0.440758293838863,0.113008664439296,1
0,0.18957345971564,0.816133045955242,1
0,0.819905213270142,0.117427539657186,1
0,0.180094786729858,0.0886661804440667,1
0,0.488151658767773,0.178145753375479,1
1,0.606635071090047,0.784297617987956,1
1,0.535545023696683,0.272404138308523,1
0,0.369668246445498,0.152180659647245,1
0,0.227488151658768,0.126426775931044,1
1,0.165876777251185,0.815862457561622,1
1,0.545023696682464,0.801133746925564,1
1,0.928909952606635,0.22686570497143,1
1,0.497630331753555,0.820505922678313,1
0,0.274881516587678,0.125901279360111,1
1,0.630331753554503,0.201914173537242,1
0,0.763033175355451,0.748058336531676,1
0,0.497630331753555,0.908500408024713,1
0,0.165876777251185,0.680378192102334,1
0,0.440758293838863,0.888228506183663,1
1,0.772511848341232,0.113627951081205,1
0,0.213270142180095,0.104660670501614,1
1,0.497630331753555,0.700461373338987,1
0,0.464454976303318,0.931439641653614,1
0,0.23696682464455,0.824055760102735,1
0,0.606635071090047,0.0926961858549156,1
0,0.118483412322275,0.153629510862926,1
0,0.308056872037915,0.909953614078644,1
1,0.369668246445498,0.508439667901956,1
0,0.42654028436019,0.48365415776872,1
0,0.834123222748815,0.203100450238341,1
0,0.725118483412322,0.0931834250026304,1
0,0.573459715639811,0.248010909588799,1
0,0.668246445497631,0.890935837544211,1
0,0.606635071090047,0.802125638262836,1
0,0.298578199052133,0.20222932566647,1
0,0.180094786729858,0.745397789090346,1
1,0.834123222748815,0.82385349436503,1
0,0.165876777251185,0.864572717254369,1
1,0.440758293838863,0.834095241910737,1
0,0.227488151658768,0.162095316704238,1
1,0.393364928909953,0.179367296855786,1
0,0.819905213270142,0.814198953757094,1
0,0.497630331753555,0.0389889000396444,1
0,0.33175355450237,0.216224357502277,1
0,0.786729857819905,0.192131285212821,1
1,0.369668246445498,0.619074335612669,1
1,0.668246445497631,0.195678270481632,1
0,0.28436018957346,0.356155104147222,1
1,0.938388625592417,0.852590849365321,1
1,0.251184834123223,0.721554183250917,1
0,0.66350710900474,0.156972459987151,1
0,0.573459715639811,0.368159740733839,1
1,0.322274881516588,0.0969988898118998,1
0,0.402843601895735,0.248408598318108,1
0,0.393364928909953,0.164434559927394,1
0,0.90521327014218,0.16931150728585,1
1,0.33175355450237,0.181287702419437,1
1,0.156398104265403,0.526232907156496,1
1,0.606635071090047,0.111670234053332,1
1,0.644549763033175,0.271390877293491,1
0,0.450236966824645,0.862019363887381,1
1,0.345971563981043,0.18570434441733,1
0,0.772511848341232,0.367610080871902,1
1,0.488151658767773,0.135290598767284,1
1,0,0.218163212907387,1
1,0.440758293838863,0.119582866862367,1
1,0.227488151658768,0.0672980169896621,1
1,0.606635071090047,0.0887844067991045,1
0,0.402843601895735,0.129805419907695,1
0,0.28436018957346,0.627976123460138,1
0,0.620853080568721,0.113812757000289,1
0,0.251184834123223,0.690725329475159,1
0,0.654028436018957,0.0857642095173076,1
0,0.488151658767773,0.790392633980211,1
0,0.535545023696683,0.576480994325487,1
1,0.23696682464455,0.0795276799726872,1
1,0.42654028436019,0.144814995121966,1
1,0.061611374407583,0.135774958330145,1
1,0.488151658767773,0.0753058851236747,1
0,0.42654028436019,0.790478030303576,1
1,0.654028436018957,0.0976589605227942,1
0,0.488151658767773,0.0566537134878908,1
1,0.630331753554503,0.167709771676599,1
0,0.511848341232227,0.694659290648291,1
0,0.644549763033175,0.23120714815532,1
1,0.677725118483412,0.686643435450502,1
1,0.402843601895735,0.343760933640374,1
1,0.37914691943128,0.8480890289359,1
0,0.23696682464455,0.264933089667577,1
0,0.772511848341232,0.108234081823903,1
1,0.345971563981043,0.93670013718935,1
1,0.440758293838863,0.27518537740968,1
1,0.274881516587678,0.819749879836764,1
0,0.440758293838863,0.903632917543272,1
0,0.786729857819905,0.224359647269629,1
1,0.630331753554503,0.614457840822136,1
0,0.322274881516588,0.73538701788748,1
0,0.23696682464455,0.768503591891092,1
1,0.834123222748815,0.909282704548163,1
0,0.369668246445498,0.132187214579648,1
0,0.260663507109005,0.113412110582041,1
1,0.28436018957346,0.687346684641791,1
0,0.559241706161137,0.551446991258969,1
1,0.213270142180095,0.627586543277158,1
1,0.668246445497631,0.0932285543289063,1
0,0.668246445497631,0.255338190596311,1
0,0.42654028436019,0.829383126872017,1
1,0.843601895734597,0.107213051893949,1
0,0.213270142180095,0.724788326672243,1
0,0.165876777251185,0.748286581801657,1
1,0.274881516587678,0.192397438093953,1
0,0.488151658767773,0.0911404078322186,1
1,0.393364928909953,0.530360372131063,1
0,0.37914691943128,0.875424145581784,1
0,0.345971563981043,0.144559416563146,1
0,0.156398104265403,0.0991422709471358,1
1,0.37914691943128,0.785697560910392,1
1,0.639810426540284,0.765222411818862,1
1,0.213270142180095,0.675007043352236,1
0,0.336492890995261,0.134842773782864,1
0,0.227488151658768,0.330145139978485,1
1,0.345971563981043,0.838898687041573,1
1,0.061611374407583,0.0693492197824274,1
1,0.440758293838863,0.684602619944323,1
1,0.369668246445498,0.227273333195323,1
1,0.345971563981043,0.82210888010962,1
1,0.535545023696683,0.773382013232145,1
0,0.274881516587678,0.817504210306281,1
0,0.573459715639811,0.20189760776053,1
0,0.33175355450237,0.0195569288837499,1
1,0.33175355450237,0.114039686023657,1
1,0.545023696682464,0.118041796338835,1
0,0.440758293838863,0.594327182010597,1
0,0.786729857819905,0.237462963754873,1
1,0.606635071090047,0.867431756735248,1
0,0.274881516587678,0.109509003007402,1
0,0.526066350710901,0.604754259700875,1
1,0.440758293838863,0.703846433844744,1
0,0.545023696682464,0.0882440612278194,1
0,0.4739336492891,0.0902764944378464,1
1,0.488151658767773,0.296299652237807,1
1,0.715639810426541,0.679224535494265,1
1,0.061611374407583,0.708645235851865,1
0,0.545023696682464,0.873081117665929,1
1,0.402843601895735,0.899807765642695,1
1,0.0710900473933649,0.780968013525127,1
0,0.28436018957346,0.210246020161915,1
1,0.639810426540284,0.623323816304084,1
0,0.298578199052133,0.696161969429566,1
0,0.497630331753555,0.810409645349445,1
1,0.165876777251185,0.225821693506702,1
0,0.322274881516588,0.167177051263026,1
0,0.345971563981043,0.575342422086647,1
1,0.668246445497631,0.122434604510749,1
1,0.227488151658768,0.192421187162007,1
1,0.786729857819905,0.131497336465213,1
1,0.28436018957346,0.775586755935937,1
0,0.298578199052133,0.131760963314558,1
1,0.535545023696683,0.555063769882206,1
0,0.109004739336493,0.794599978445283,1
1,0.260663507109005,0.604252575166739,1
0,0.213270142180095,0.652253012359772,1
0,0.322274881516588,0.132858695397968,1
1,0.42654028436019,0.721803853599728,1
1,0.772511848341232,0.127344670714652,1
1,0.37914691943128,0.825124849547271,1
0,0.677725118483412,0.644048634602135,1
1,0.289099526066351,0.0752455610401093,1
0,0.834123222748815,0.917212420077298,1
1,0.890995260663507,0.763433741147438,1
0,0.526066350710901,0.154291077031472,1
1,0.0758293838862559,0.104721323250601,1
0,0.393364928909953,0.334645230837897,1
1,0.654028436018957,0.761400173329205,1
1,0.118483412322275,0.143663476880978,1
1,0.928909952606635,0.180397219885472,1
1,0.289099526066351,0.102713570317802,1
1,0.592417061611374,0.697728783945153,1
1,0.402843601895735,0.912774018309573,1
1,0.573459715639811,0.160663720780135,1
1,0.725118483412322,0.888456444034819,1
1,0.715639810426541,0.838624645933317,1
0,0.345971563981043,0.160616446104529,1
0,0.440758293838863,0.831831518913463,1
1,0.772511848341232,0.13083046464469,1
1,0.213270142180095,0.0691089280494797,1
0,0.345971563981043,0.134532709128203,1
0,0.393364928909953,0.175813709864085,1
0,0.227488151658768,0.761199619741584,1
0,0.180094786729858,0.0556712950339732,1
1,0.592417061611374,0.0852125501193735,1
1,0.772511848341232,0.81189954904373,1
1,0.606635071090047,0.127960333669653,1
1,0.786729857819905,0.126585076207586,1
0,0.28436018957346,0.788233254186744,1
1,0.345971563981043,0.695314103312148,1
0,0.545023696682464,0.691612959425153,1
1,0.402843601895735,0.819540128529197,1
1,0.156398104265403,0.741026216434219,1
0,0.345971563981043,0.833162455804929,1
1,0.630331753554503,0.755334489919049,1
1,0.345971563981043,0.109858170051552,1
0,0.355450236966825,0.239370232411141,1
1,0,0.0927250167289214,1
1,0.218009478672986,0.612169326702657,1
1,0.33175355450237,0.0634773516191055,1
1,0.654028436018957,0.876322232769354,1
0,0.227488151658768,0.139079960148637,1
0,0.440758293838863,0.131474143692441,1
1,0.118483412322275,0.857092076517817,1
0,0.33175355450237,0.731080973131733,1
0,0.725118483412322,0.892341631133792,1
1,0.33175355450237,0.178243901654461,1
0,0.440758293838863,0.16099320836464,1
0,0.691943127962085,0.61243510048626,1
1,0.511848341232227,0.776888298276064,1
1,0.118483412322275,0.0769396004866781,1
1,0.592417061611374,0.820430763701677,1
0,0.786729857819905,0.359701076061921,1
0,0.402843601895735,0.253688219359901,1
0,0.488151658767773,0.066217799154998,1
1,0.639810426540284,0.168932269683076,1
0,0.582938388625593,0.817645723487402,1
1,0.33175355450237,0.70477911842952,1
